50,0,0,0,84.7143,0.998364,1.23094,0.00461714,0,0,0
202.5,0,0,0,296.738,0.993357,1.12559,0.0160717,0,0,0
410.063,-0,-0,0,298.444,0.986656,1.102,0.0150647,0,0,0
622.814,-0,-0,0,300.936,0.979828,1.07545,0.0141992,0,0,0
840.884,-0,-0,0,302.159,0.972852,1.05268,0.0139065,0,0,0
1064.41,-0,-0,0,304.193,0.96571,1.02461,0.0151889,0,0,0
1293.52,-0,-0,0,305.781,0.958449,0.999849,0.0153223,0,0,0
1528.35,-0,-0,0,307.152,0.951011,0.976544,0.015233,0,0,0
1769.06,-0.0542971,-0.0972564,0,307.961,0.943407,0.957957,0.01298,0,0,0
2015.79,-0.0523954,-0.328963,0,308.79,0.935635,0.942572,0.00842746,0,0,0
2268.68,-0.0357188,-0.410119,0,309.301,0.927632,0.921618,0.00796897,0,0,0
2527.9,0.0279706,-0.454533,0,309.811,0.919455,0.900724,0.00757802,0,0,0
2793.6,0.0905502,-0.429925,0,310.222,0.911234,0.880064,0.00719749,0,0,0
3065.94,0.145803,-0.388385,0,310.632,0.902696,0.858788,0.00680694,0,0,0
3345.09,0.271613,-0.417225,0,311.439,0.893968,0.837649,0.00569105,0,0,0
3631.21,0.0784669,-0.519961,0,312.343,0.88504,0.816813,0.00386075,0,0,0
3924.5,-0.473978,-0.309152,0,316.39,0.87593,0.789838,0.000678441,0,0,0
4225.11,-0.506919,0.0540877,0,318.163,0.866679,0.764909,0.000617228,0,0,0
4533.24,-0.405217,0.060936,0,320.007,0.857297,0.740168,0.000710693,0,0,0
4849.07,-0.318179,0.188369,0,320.413,0.847713,0.718573,0.000710623,0,0,0
5172.79,0.354432,0.228579,0,321.558,0.838122,0.696399,0.000552297,0,0,0
5504.61,0.027757,-0.474224,0,322.732,0.827998,0.673273,0.000390013,0,0,0
5844.73,-0.427498,-0.0577324,0,323.923,0.817443,0.649541,0.000237707,0,0,0
6193.35,-0.236084,-0.147027,0,325.156,0.807145,0.627089,0.00015422,0,0,0
6550.68,-0.081186,-0.147696,0,326.434,0.796386,0.604033,7.96646e-005,0,0,0
6916.95,0.0210918,-0.0744721,0,327.251,0.785461,0.582114,9.88298e-005,0,0,0
7292.37,0.181218,0.0937826,0,327.99,0.774397,0.560596,0.000141911,0,0,0
7677.18,0.199894,0.299774,0,329.336,0.762947,0.537776,0.000203461,0,0,0
8071.61,0.440237,0.286992,0,330.995,0.751253,0.514713,0.000239617,0,0,0
8475.9,0.648326,0.0452625,0,332.23,0.739267,0.492699,0.000151656,0,0,0
8890.3,0.536799,-0.219671,0,333.453,0.727227,0.471227,9.09776e-005,0,0,0
9315.05,0.865954,0.000594957,0,336.167,0.714851,0.447806,1.5836e-005,0,0,0
9750.43,1.3049,0.387849,0,336.897,0.702201,0.427302,7.46198e-005,0,0,0
10196.7,1.70812,0.220672,0,338.621,0.689233,0.405768,0.000107339,0,0,0
10654.1,2.11267,-0.104155,0,338.961,0.676009,0.386218,6.49066e-005,0,0,0
11123,2.10533,-0.316667,0,339.453,0.662751,0.367185,4.55386e-005,0,0,0
11603.5,1.83819,-0.205594,0,339.833,0.648763,0.347669,2.38177e-005,0,0,0
