2,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0
28,0.440237,0,0.286992,0,0,0,0,0,0,0,0,0,0,0
54,0.645277,0,1.14737,0,0,0,0,0,0,0,0,0,0,0
2,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0
28,0.440237,0,0.286992,0,0,0,0,0,0,0,0,0,0,0
54,0.645277,0,1.14737,0,0,0,0,0,0,0,0,0,0,0
2,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0
28,0.440237,0,0.286992,0,0,0,0,0,0,0,0,0,0,0
54,0.645277,0,1.14737,0,0,0,0,0,0,0,0,0,0,0
2,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0
28,0.440237,0,0.286992,0,0,0,0,0,0,0,0,0,0,0
54,0.645277,0,1.14737,0,0,0,0,0,0,0,0,0,0,0
2,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0
28,0.440237,0,0.286992,0,0,0,0,0,0,0,0,0,0,0
54,0.645277,0,1.14737,0,0,0,0,0,0,0,0,0,0,0
2,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0
28,0.440237,0,0.286992,0,0,0,0,0,0,0,0,0,0,0
54,0.645277,0,1.14737,0,0,0,0,0,0,0,0,0,0,0
2,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0
28,0.440237,0,0.286992,0,0,0,0,0,0,0,0,0,0,0
54,0.645277,0,1.14737,0,0,0,0,0,0,0,0,0,0,0
2,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0
28,0.440237,0,0.286992,0,0,0,0,0,0,0,0,0,0,0
54,0.645277,0,1.14737,0,0,0,0,0,0,0,0,0,0,0
2,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0
28,0.440237,0,0.286992,0,0,0,0,0,0,0,0,0,0,0
54,0.645277,0,1.14737,0,0,0,0,0,0,0,0,0,0,0
2,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0
28,0.440237,0,0.286992,0,0,0,0,0,0,0,0,0,0,0
54,0.645277,0,1.14737,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0
28,0.565677,0,0.231623,0,0,0,0,0,0,0,0,0,0,0
54,0.717388,0,1.14511,0,0,0,0,0,0,0,0,0,0,0
2,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0
28,0.565677,0,0.231623,0,0,0,0,0,0,0,0,0,0,0
54,0.717388,0,1.14511,0,0,0,0,0,0,0,0,0,0,0
2,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0
28,0.565677,0,0.231623,0,0,0,0,0,0,0,0,0,0,0
54,0.717388,0,1.14511,0,0,0,0,0,0,0,0,0,0,0
2,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0
28,0.565677,0,0.231623,0,0,0,0,0,0,0,0,0,0,0
54,0.717388,0,1.14511,0,0,0,0,0,0,0,0,0,0,0
2,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0
28,0.565677,0,0.231623,0,0,0,0,0,0,0,0,0,0,0
54,0.717388,0,1.14511,0,0,0,0,0,0,0,0,0,0,0
2,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0
28,0.565677,0,0.231623,0,0,0,0,0,0,0,0,0,0,0
54,0.717388,0,1.14511,0,0,0,0,0,0,0,0,0,0,0
2,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0
28,0.565677,0,0.231623,0,0,0,0,0,0,0,0,0,0,0
54,0.717388,0,1.14511,0,0,0,0,0,0,0,0,0,0,0
2,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0
28,0.565677,0,0.231623,0,0,0,0,0,0,0,0,0,0,0
54,0.717388,0,1.14511,0,0,0,0,0,0,0,0,0,0,0
2,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0
28,0.565677,0,0.231623,0,0,0,0,0,0,0,0,0,0,0
54,0.717388,0,1.14511,0,0,0,0,0,0,0,0,0,0,0
2,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0
28,0.565677,0,0.231623,0,0,0,0,0,0,0,0,0,0,0
54,0.717388,0,1.14511,0,0,0,0,0,0,0,0,0,0,0
2,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0
28,0.565677,0,0.231623,0,0,0,0,0,0,0,0,0,0,0
54,0.717388,0,1.14511,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0
28,0.440236,0,0.286992,0,0,0,0,0,0,0,0,0,0,0
54,0.645274,0,1.14737,0,0,0,0,0,0,0,0,0,0,0
2,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0
28,0.440236,0,0.286992,0,0,0,0,0,0,0,0,0,0,0
54,0.645274,0,1.14737,0,0,0,0,0,0,0,0,0,0,0
2,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0
28,0.440236,0,0.286992,0,0,0,0,0,0,0,0,0,0,0
54,0.645274,0,1.14737,0,0,0,0,0,0,0,0,0,0,0
2,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0
28,0.440236,0,0.286992,0,0,0,0,0,0,0,0,0,0,0
54,0.645274,0,1.14737,0,0,0,0,0,0,0,0,0,0,0
2,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0
28,0.440236,0,0.286992,0,0,0,0,0,0,0,0,0,0,0
54,0.645274,0,1.14737,0,0,0,0,0,0,0,0,0,0,0
2,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0
28,0.440236,0,0.286992,0,0,0,0,0,0,0,0,0,0,0
54,0.645274,0,1.14737,0,0,0,0,0,0,0,0,0,0,0
2,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0
28,0.440236,0,0.286992,0,0,0,0,0,0,0,0,0,0,0
54,0.645274,0,1.14737,0,0,0,0,0,0,0,0,0,0,0
2,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0
28,0.440236,0,0.286992,0,0,0,0,0,0,0,0,0,0,0
54,0.645274,0,1.14737,0,0,0,0,0,0,0,0,0,0,0
2,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0
28,0.440236,0,0.286992,0,0,0,0,0,0,0,0,0,0,0
54,0.645274,0,1.14737,0,0,0,0,0,0,0,0,0,0,0
2,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0
28,0.440236,0,0.286992,0,0,0,0,0,0,0,0,0,0,0
54,0.645274,0,1.14737,0,0,0,0,0,0,0,0,0,0,0
2,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0
28,0.440237,0,0.286992,0,0,0,0,0,0,0,0,0,0,0
54,0.645277,0,1.14737,0,0,0,0,0,0,0,0,0,0,0
2,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0
28,0.440237,0,0.286992,0,0,0,0,0,0,0,0,0,0,0
54,0.645277,0,1.14737,0,0,0,0,0,0,0,0,0,0,0
